movieId,rating,timestamp
31,2.5,1260759144
1029,3.0,1260759179
1061,3.0,1260759182
1129,2.0,1260759185
1172,4.0,1260759205
1263,2.0,1260759151
1287,2.0,1260759187
1293,2.0,1260759148
1339,3.5,1260759125
1343,2.0,1260759131
1371,2.5,1260759135
1405,1.0,1260759203
1953,4.0,1260759191
2105,4.0,1260759139
2150,3.0,1260759194
2193,2.0,1260759198
2294,2.0,1260759108
2455,2.5,1260759113
2968,1.0,1260759200
3671,3.0,1260759117
10,4.0,835355493
17,5.0,835355681
39,5.0,835355604
47,4.0,835355552
50,4.0,835355586
52,3.0,835356031
62,3.0,835355749
110,4.0,835355532
144,3.0,835356016
150,5.0,835355395
153,4.0,835355441
161,3.0,835355493
165,3.0,835355441
168,3.0,835355710
185,3.0,835355511
186,3.0,835355664
208,3.0,835355511
222,5.0,835355840
223,1.0,835355749
225,3.0,835355552
235,3.0,835355664
248,3.0,835355896
253,4.0,835355511
261,4.0,835355681
265,5.0,835355697
266,5.0,835355586
272,3.0,835355767
273,4.0,835355779
292,3.0,835355492
296,4.0,835355395
300,3.0,835355532
314,4.0,835356044
317,2.0,835355551
319,1.0,835355918
339,3.0,835355492
349,4.0,835355441
350,4.0,835355697
356,3.0,835355628
357,3.0,835355749
364,3.0,835355604
367,3.0,835355619
370,2.0,835355932
371,3.0,835355968
372,3.0,835356094
377,3.0,835355710
382,3.0,835356165
405,2.0,835356246
410,3.0,835355532
454,4.0,835355604
457,3.0,835355511
468,4.0,835355790
474,2.0,835355828
480,4.0,835355643
485,3.0,835355918
497,3.0,835355880
500,4.0,835355731
508,4.0,835355860
509,4.0,835355719
515,4.0,835355817
527,4.0,835355731
537,4.0,835356199
539,3.0,835355767
550,3.0,835356109
551,5.0,835355767
552,3.0,835355860
585,5.0,835355817
586,3.0,835355790
587,3.0,835355779
588,3.0,835355441
589,5.0,835355697
590,5.0,835355395
592,5.0,835355395
593,3.0,835355511
616,3.0,835355932
661,4.0,835356141
720,4.0,835355978
60,3.0,1298861675
110,4.0,1298922049
247,3.5,1298861637
267,3.0,1298861761
296,4.5,1298862418
318,5.0,1298862121
355,2.5,1298861589
356,5.0,1298862167
377,2.5,1298923242
527,3.0,1298862528
588,3.0,1298922100
592,3.0,1298923247
593,3.0,1298921840
595,2.0,1298923260
736,3.5,1298932787
778,4.0,1298863157
866,3.0,1298861687
1197,5.0,1298932770
1210,3.0,1298921795
1235,4.0,1298861628
1271,3.0,1298861605
1378,4.0,1298861658
1580,3.5,1298922089
1721,4.5,1298923236
1884,4.0,1298863143
2028,4.0,1298921862
2318,4.0,1298861753
2513,3.0,1298861789
2694,3.0,1298862710
2702,3.5,1298861796
2716,3.0,1298924017
2762,3.5,1298922057
2841,4.0,1298861733
2858,4.0,1298921825
2959,5.0,1298862874
3243,3.0,1298861968
3510,4.0,1298861633
3949,5.0,1298863174
5349,3.0,1298923266
5669,3.5,1298862672
6377,3.0,1298922080
7153,2.5,1298921787
7361,3.0,1298922065
8622,3.5,1298861650
8636,3.0,1298932766
27369,3.5,1298862555
44191,3.5,1298932740
48783,4.5,1298862361
50068,4.5,1298862467
58559,3.0,1298922071
84236,4.0,1298922130
10,4.0,949810645
34,5.0,949919556
112,5.0,949810582
141,5.0,949919681
153,4.0,949811346
173,3.0,949811346
185,3.0,949920047
260,5.0,949779042
289,4.0,949778802
296,5.0,949895708
329,3.0,949810618
349,5.0,949810582
356,5.0,949919763
357,5.0,949919681
364,5.0,949949538
367,4.0,949895887
380,3.0,949810534
410,3.0,949919883
431,3.0,949895772
434,4.0,949810688
435,1.0,949920135
440,4.0,949919802
442,4.0,949920028
464,4.0,949811315
480,5.0,949810582
541,5.0,949779091
588,5.0,949949486
589,5.0,949919938
590,3.0,949810534
594,5.0,949949538
596,5.0,949949638
610,4.0,949982238
616,5.0,949949444
858,5.0,949779022
903,5.0,949919189
910,4.0,949919306
913,5.0,949919247
919,5.0,949949396
1011,4.0,949919454
1016,4.0,949919322
1022,5.0,949949638
1028,5.0,949949638
1030,5.0,949896377
1031,5.0,949896377
1032,5.0,949949538
1033,5.0,949949638
1036,5.0,949896244
1073,5.0,949919372
1079,5.0,949811523
1089,5.0,949895732
1097,5.0,949778771
1125,5.0,949919399
1127,5.0,949896275
1136,5.0,949919372
1194,5.0,949919419
1196,5.0,949779173
1197,5.0,949811490
1198,5.0,949779173
1200,5.0,949896244
1206,5.0,949896159
1208,5.0,949779173
1210,5.0,949778714
1213,5.0,949895708
1214,5.0,949810261
1219,5.0,949779173
1220,5.0,949811523
1222,5.0,949918693
1225,5.0,949779173
1230,5.0,949919372
1240,5.0,949896244
1243,5.0,949919519
1257,5.0,949811602
1258,5.0,949918743
1259,4.0,949811559
1265,5.0,949919591
1270,5.0,949811523
1278,5.0,949919372
1282,5.0,949949396
1285,4.0,949811559
1288,5.0,949811490
1291,5.0,949918743
1298,4.0,949918927
1307,4.0,949811602
1332,4.0,949896275
1334,5.0,949982274
1344,5.0,949919247
1356,4.0,949810582
1371,4.0,949810302
1372,3.0,949920004
1374,4.0,949918787
1376,3.0,949918904
1377,3.0,949810688
1380,5.0,949896377
1387,5.0,949810261
1388,4.0,949810302
1396,5.0,949895772
1544,3.0,949811230
1580,5.0,949919978
1663,4.0,949811559
1674,5.0,949896244
1805,1.0,949895864
1858,5.0,949919738
1917,4.0,949810688
1918,2.0,949895956
1953,5.0,949810261
1954,5.0,949810261
1961,5.0,949918743
1967,3.0,949949538
1968,5.0,949811559
1994,5.0,949896309
2000,5.0,949811602
2002,3.0,949895907
2003,2.0,949918970
2005,5.0,949896070
2014,4.0,949919454
2018,5.0,949778771
2020,4.0,949811738
2021,4.0,949896114
2033,4.0,949982239
2034,4.0,949896183
2046,5.0,949810618
2054,3.0,949896114
2064,5.0,949918648
2078,5.0,949949444
2080,5.0,949919306
2081,4.0,949982239
2085,5.0,949949444
2086,5.0,949896114
2087,5.0,949949638
2091,5.0,949896183
2094,4.0,949920028
2096,5.0,949949538
2100,5.0,949896114
2102,5.0,949949396
2105,4.0,949896114
2109,5.0,949919399
2110,3.0,949896309
2114,5.0,949918927
2115,5.0,949918994
2124,4.0,949919763
2140,5.0,949896070
2141,4.0,949982239
2143,4.0,949896114
2144,5.0,949811603
2161,5.0,949896070
2174,5.0,949896070
2193,3.0,949896070
2194,5.0,949918764
2248,4.0,949811559
2263,3.0,949896309
2268,5.0,949895772
2289,5.0,949919556
2348,4.0,949918927
2371,4.0,949811603
2403,4.0,949918994
2406,5.0,949918994
2409,4.0,949810302
2454,5.0,949982274
2467,5.0,949918875
2551,4.0,949896275
2616,1.0,949895993
2628,5.0,949810582
2640,5.0,949810261
2659,3.0,949918671
2683,4.0,949896497
2699,4.0,949896497
2716,5.0,949811523
2723,5.0,949810582
2734,4.0,949778714
2770,1.0,949896521
2788,5.0,949919399
2791,5.0,949811490
2795,4.0,949811603
2797,5.0,949896070
2804,5.0,949811738
2822,3.0,949811230
2867,3.0,949918875
2872,5.0,949896114
2877,5.0,949896377
2902,2.0,949896309
2903,1.0,949896309
2916,4.0,949810534
2918,5.0,949811559
2968,5.0,949896070
2986,3.0,949896015
2987,5.0,949918807
2991,5.0,949810261
3016,3.0,949896543
3034,5.0,949949444
3039,4.0,949811559
3040,5.0,949919419
3060,5.0,949919656
3071,4.0,949918715
3101,4.0,949896275
3104,4.0,949811603
3108,5.0,949919738
3169,4.0,949918904
3208,2.0,949778946
3210,4.0,949811523
3251,5.0,949918970
3255,4.0,949919738
3263,3.0,949919845
3265,5.0,949895732
4006,2.0,949982238
3,4.0,1163374957
39,4.0,1163374952
104,4.0,1163374639
141,4.0,1163374242
150,4.0,1163374404
231,3.5,1163373762
277,4.5,1163373208
344,3.5,1163373636
356,4.0,1163374152
364,4.0,1163373752
367,4.0,1163373755
377,4.0,1163373610
440,4.0,1163374477
500,4.5,1163373718
586,4.0,1163374392
588,3.5,1163373551
595,4.0,1163374190
597,5.0,1163373711
788,3.5,1163374993
858,2.5,1163373651
903,3.5,1163373135
919,4.0,1163374286
1022,4.0,1163373316
1035,5.0,1163373103
1193,3.0,1163374173
1221,2.5,1163374239
1247,4.0,1163374582
1307,4.0,1163374495
1380,5.0,1163373044
1393,3.5,1163374165
1485,4.5,1163374608
1544,3.5,1163374562
1682,4.0,1163374214
1721,4.0,1163373744
1777,4.0,1163374601
1784,4.5,1163374251
1923,4.5,1163373726
1961,4.0,1163373675
1968,4.0,1163374324
1997,3.5,1163374593
2023,1.5,1163373188
2081,5.0,1163373109
2273,4.0,1163373276
2294,4.0,1163373251
2355,3.5,1163374184
2424,4.0,1163373193
2502,3.5,1163374290
2683,4.0,1163373679
2694,4.5,1163373293
2706,4.0,1163374246
2762,3.5,1163373743
2770,3.5,1163374947
2918,3.5,1163374278
2997,3.5,1163374127
3114,3.5,1163374263
3176,3.5,1163374408
3408,4.0,1163374137
3753,3.5,1163373148
3897,4.5,1163374235
3948,3.5,1163374198
4014,4.0,1163373273
4018,4.0,1163375025
4022,3.5,1163373696
4025,4.5,1163375145
4306,3.5,1163374103
4308,3.5,1163374354
4447,4.5,1163375033
4718,3.5,1163375131
4963,3.0,1163373548
4995,4.5,1163373616
5266,3.5,1163374995
5299,4.5,1163373299
5349,4.5,1163373606
5464,4.0,1163374443
5669,3.5,1163374206
5679,4.5,1163374389
5816,3.0,1163373688
5995,4.0,1163374533
6218,3.5,1163374491
6373,4.0,1163374572
6377,4.0,1163373626
6502,4.0,1163374455
6711,2.5,1163373238
6942,4.0,1163374511
8376,4.0,1163374742
8464,4.0,1163374381
8622,3.5,1163374118
8636,4.5,1163373593
8644,4.0,1163374426
30707,4.5,1163374340
30749,4.5,1163374702
30793,3.5,1163374177
33166,5.0,1163374211
33679,4.0,1163374517
34162,4.5,1163374227
35836,4.0,1163374275
40819,4.5,1163374283
41566,4.0,1163374144
41569,4.0,1163374167
48385,4.5,1163374357
111,4.0,1109258212
158,2.0,1108134263
173,2.0,1109258228
293,5.0,1108134539
596,4.0,1108134269
903,4.0,1108134299
1204,5.0,1108134266
1250,4.5,1108134284
1259,4.5,1109258196
1276,4.5,1108134309
1285,4.5,1108134339
1358,2.0,1109258181
1639,2.0,1109258179
1687,2.0,1109258281
1747,2.0,1109258194
1876,0.5,1108134334
1909,3.0,1108134344
2001,3.0,1108134289
2019,4.0,1109258270
2072,4.0,1109258285
2174,4.0,1109258175
2502,3.5,1108134291
2528,3.0,1109258245
2529,4.0,1108134293
2571,1.0,1109258202
2657,2.0,1108134271
2692,4.0,1108134274
2723,3.0,1109258257
2761,4.5,1108134545
2890,3.0,1109258199
3052,1.0,1108134337
3114,4.0,1109258183
3300,3.5,1109258250
3751,1.5,1109258190
4641,1.5,1109258217
4975,1.5,1109258226
5952,5.0,1108134311
7090,3.0,1108134534
7153,5.0,1108134519
7361,4.0,1108134524
8368,3.5,1108134526
8636,4.0,1108134537
8784,3.0,1108134531
8874,4.5,1108134521
1,3.0,851866703
10,3.0,851869035
21,3.0,851867289
31,3.0,851868750
34,4.0,851867861
40,4.0,851866901
104,3.0,851866744
110,5.0,851868188
112,4.0,851866720
141,4.0,851866704
151,4.0,851868206
198,2.0,851868704
207,3.0,851868705
260,5.0,851869062
272,3.0,851868188
316,2.0,851869161
318,5.0,851868187
329,3.0,851868524
333,3.0,851867345
345,3.0,851867621
355,3.0,851867941
356,3.0,851868188
357,3.0,851867436
364,3.0,851868020
367,3.0,851867790
377,3.0,851869291
380,4.0,851869291
480,4.0,851869161
500,3.0,851867669
534,4.0,851868246
539,3.0,851867688
541,4.0,851869035
551,4.0,851868019
588,4.0,851868044
589,3.0,851869140
590,4.0,851868186
592,3.0,851868863
594,4.0,851868020
595,3.0,851868044
610,3.0,851868074
671,4.0,851866806
708,3.0,851866744
720,5.0,851868019
724,2.0,851866784
736,1.0,851866704
737,1.0,851866763
745,5.0,851868020
780,3.0,851866703
786,2.0,851866744
924,4.0,851868289
1036,3.0,851869102
1073,3.0,851866744
1079,4.0,851867320
1080,4.0,851867289
1097,3.0,851868308
1125,3.0,851867553
1129,3.0,851869103
1136,4.0,851867289
1148,5.0,851868019
1196,5.0,851869034
1197,3.0,851867289
1198,5.0,851869035
1210,5.0,851869034
1220,4.0,851867379
1223,5.0,851868044
1225,5.0,851868246
1231,4.0,851868321
1240,4.0,851869062
1242,5.0,851868289
1270,3.0,851867436
1275,4.0,851869080
1278,3.0,851867436
1287,4.0,851868332
1288,4.0,851867401
1291,3.0,851867320
1298,3.0,851868471
1302,4.0,851868471
1307,3.0,851867401
1353,3.0,851866935
1371,3.0,851869160
1372,3.0,851869102
1373,2.0,851869230
1374,4.0,851869035
1375,3.0,851869140
1376,3.0,851869062
1394,3.0,851867688
1405,5.0,851866978
1408,1.0,851869140
32,5.0,1154465405
45,2.5,1154389572
47,5.0,1154464836
50,5.0,1154400173
110,4.0,1154473268
260,3.5,1154464829
282,2.0,1154389420
296,4.0,1154465380
318,5.0,1154464714
356,4.0,1154400390
457,4.5,1154400475
520,3.5,1154389356
524,2.0,1154400357
527,5.0,1154400170
543,5.0,1154389386
589,4.0,1154464853
593,4.5,1154464833
628,4.0,1154400284
805,3.5,1154389432
858,5.0,1154400181
1196,3.5,1154464841
1197,4.0,1154464887
1198,4.0,1154464730
1210,4.0,1154464769
1219,4.0,1154465573
1225,4.0,1154465394
1258,4.0,1154465555
1259,4.0,1154464811
1265,3.0,1154465230
1270,4.0,1154464747
1291,4.0,1154464720
1302,3.5,1154400465
1358,0.5,1154474527
1387,4.0,1154465285
1393,3.0,1154400324
1500,4.0,1154465235
1552,3.0,1154389408
1617,3.5,1154464990
1625,5.0,1154389385
1674,4.0,1154389491
1704,4.0,1154473252
1754,3.0,1154400308
1777,5.0,1154400458
1876,3.5,1154389528
1961,5.0,1154473322
2028,4.0,1154473259
2100,3.0,1154389460
2139,3.0,1154465222
2194,4.5,1154464735
2302,4.5,1154400414
2324,4.0,1154464850
2329,5.0,1154473217
2353,3.5,1154389340
2423,3.5,1154400351
2502,5.0,1154464889
2571,5.0,1154464738
2716,3.5,1154464944
2762,4.5,1154464717
2770,2.5,1154389541
2791,4.5,1154465558
2797,3.5,1154400340
2804,3.5,1154473419
2841,3.0,1154400360
2858,4.5,1154464950
2918,5.0,1154473364
2959,4.0,1154464901
3147,4.5,1154400266
3578,5.0,1154400441
3916,3.5,1154400198
3948,4.0,1154389482
3996,4.0,1154465526
4011,4.5,1154464873
4019,3.5,1154400245
4034,4.5,1154465279
4226,5.0,1154464905
4262,4.0,1154464915
4448,2.5,1154400334
4886,3.5,1154464808
4896,3.5,1154400398
4963,4.5,1154400383
4973,4.0,1154465373
4993,3.5,1154464819
4995,3.5,1154389449
5064,5.0,1154400236
5378,3.5,1154389552
5445,4.5,1154400449
5464,4.0,1154464756
5630,4.0,1154400407
5650,4.0,1154465399
5669,3.0,1154465385
5952,4.0,1154464762
5989,3.5,1154400444
6377,4.0,1154389474
6378,3.0,1154400191
6870,4.0,1154464895
6874,5.0,1154465296
6879,3.0,1154400253
7143,3.5,1154400294
7153,4.0,1154464753
7361,4.0,1154465367
7438,4.0,1154464994
8533,2.5,1154400471
8784,4.5,1154464868
8873,4.0,1154465499
8874,3.0,1154465548
32587,3.5,1154465243
33166,4.5,1154473310
33493,4.5,1154400263
33794,4.5,1154464726
34162,3.5,1154400423
40583,3.5,1154473088
40819,3.5,1154473264
42007,2.0,1154473042
43556,3.5,1154473022
43871,3.0,1154473014
44004,3.0,1154473017
1,4.0,938629179
17,4.0,938628337
26,3.0,938628655
36,5.0,938629110
47,3.0,938628897
318,4.0,938628966
497,4.0,938628777
515,4.0,938628577
527,5.0,938628843
534,5.0,938628337
593,4.0,938628843
608,5.0,938628843
733,2.0,938628337
1059,5.0,938629250
1177,3.0,938629470
1357,4.0,938628655
1358,4.0,938628450
1411,3.0,938628655
1541,2.0,938628777
1584,4.0,938629341
1680,4.0,938629054
1682,5.0,938628690
1704,4.0,938628966
1721,3.0,938629470
1784,5.0,938628966
2028,4.0,938629341
2125,4.0,938629522
2140,4.0,938629747
2249,4.0,938629053
2268,3.0,938629053
2273,3.0,938628777
2278,4.0,938628897
2291,4.0,938629341
2294,2.0,938629250
2302,4.0,938628843
2391,4.0,939122916
2396,4.0,938628577
2427,2.0,938629681
2490,3.0,938629681
2501,4.0,938628966
2539,2.0,938629341
2571,5.0,938628450
2628,3.0,938628843
2762,4.0,938627748
2857,4.0,938629681
50,5.0,942766420
152,4.0,942766793
318,4.0,942766515
344,3.0,942766603
345,4.0,942766603
592,3.0,942767328
735,4.0,942766974
1036,3.0,942767258
1089,3.0,942766420
1101,2.0,942767328
1127,4.0,942767328
1196,4.0,942767258
1197,4.0,942767258
1198,4.0,942767258
1200,4.0,942767258
1210,4.0,942767258
1220,3.0,942767328
1240,4.0,942767258
1291,4.0,942767258
1358,5.0,942766420
1423,4.0,942766420
1459,3.0,942766725
1499,3.0,942766845
1611,5.0,942767029
1690,3.0,942766679
1704,4.0,942766472
1719,5.0,942766472
1887,2.0,942766845
1923,5.0,942766515
2108,3.0,942766472
2344,5.0,942766991
2406,4.0,942767328
2410,2.0,942767328
2539,4.0,942766845
2571,5.0,942766515
2826,5.0,942766109
2827,3.0,942766251
2840,3.0,942766213
2841,4.0,942766029
2881,3.0,942766164
2890,4.0,942765978
2907,2.0,942766213
2926,5.0,942767121
2995,2.0,942766251
3005,3.0,942766059
3019,4.0,942767571
50,5.0,1391658537
70,1.0,1391656827
126,4.0,1391657561
169,3.0,1391657297
296,5.0,1391658423
778,4.5,1391658505
785,3.5,1391656845
923,5.0,1391658556
1027,4.5,1391658634
1201,5.0,1391658440
1408,5.0,1391658667
1918,3.0,1391657062
2042,3.5,1391657376
2596,4.5,1391657543
2762,3.0,1391658583
3424,3.0,1391657112
5669,3.0,1391658601
6598,5.0,1391657861
26614,5.0,1391658574
48516,5.0,1391658450
51084,4.0,1391657605
58295,4.5,1391657459
71211,3.5,1391657720
77455,4.5,1391658141
79132,4.0,1391658115
80489,4.5,1391658399
80906,3.0,1391658137
81158,4.0,1391658210
81562,3.5,1391658218
88129,4.0,1391658385
91500,4.5,1391658311
91529,4.5,1391658125
91548,4.0,1391658270
96079,4.0,1391658186
96861,4.0,1391657924
97938,4.0,1391657610
104841,5.0,1391658157
106487,5.0,1391657798
253,3.0,968045587
529,1.0,968045407
538,3.0,968045438
608,2.0,968045353
673,1.0,968045732
736,4.0,968045680
737,3.0,968045764
1028,1.0,968045500
1032,2.0,968045561
1077,3.0,968045500
1197,1.0,955407153
1215,5.0,968045353
1220,5.0,955407153
1230,2.0,968045354
1235,5.0,968045354
1295,1.0,955407153
1374,1.0,968045475
1387,4.0,968045475
1639,2.0,968045438
1732,3.0,968045529
2259,2.0,955407153
2355,2.0,968045475
2460,4.0,968045680
2529,1.0,968045475
2668,2.0,968045764
2959,4.0,968045407
3146,2.0,968045732
3148,1.0,968045379
3176,3.0,968045649
3179,2.0,968045354
3298,4.0,968045529
3324,1.0,968045732
3408,4.0,968045379
3474,4.0,955407153
3770,3.0,968045619
3773,2.0,968045680
3780,2.0,968045619
3791,1.0,968045232
3793,5.0,968045232
3794,3.0,968045232
3798,4.0,968045232
3799,1.0,968045198
3801,3.0,968045198
3809,3.0,968045172
3825,5.0,968045142
3827,2.0,968045142
3829,2.0,968045106
3831,4.0,968045106
3841,2.0,968045074
3844,1.0,968045074
3861,3.0,968045015
3863,5.0,968045015
3864,3.0,968045015
3865,5.0,968045015
3869,2.0,968044981
3871,2.0,968044981
3873,3.0,968044981
3879,5.0,968044949
3885,3.0,968044949
3886,2.0,968044949
6184,4.0,968045173
1,5.0,1331380058
47,2.5,1331380914
110,4.0,1331380038
277,4.0,1331379348
296,3.5,1331380895
318,4.5,1331380029
356,5.0,1331380018
362,4.5,1331379479
480,3.0,1331380025
524,3.5,1331379485
527,4.0,1331380901
531,4.0,1331379483
587,3.0,1331380851
590,4.0,1331380062
914,4.0,1331379366
919,3.5,1331380871
1027,3.0,1331379520
1259,4.0,1331380814
1265,2.5,1331380845
1918,3.0,1331379386
1961,4.0,1331380745
2355,4.0,1331380741
2571,3.0,1331380888
2572,3.5,1331379777
2761,4.0,1331379470
2762,3.0,1331380765
2804,3.0,1331380731
2908,3.0,1331379494
2918,3.0,1331380761
3114,3.0,1331380738
3147,4.0,1331380752
3255,3.5,1331379342
3396,3.5,1331379599
3624,3.0,1331379574
4306,4.0,1331380721
4310,4.5,1331379506
4321,2.5,1331379589
4718,3.5,1331379530
4878,4.5,1331380145
4886,3.5,1331380834
4993,4.5,1331380883
5989,4.0,1331380785
6377,4.5,1331380734
7361,4.0,1331380159
7502,4.5,1331380306
